sentences,value
subhanallah gubernur presiden kaya presiden walkot,0
pki gerwani pemuda rakyat baperki tanda nampak bangkit diam,0
penetrasi gubernur jawa jateng non aktif ganjar pranowo menteri tani tan buah hasil lupabolehngawurjangan pilgubjateng kamiganjaryasin ganjaryasin jatenggayeng xlagi pdiperjuangan kandangbant ng,0
udik bener kasi ditidurin,1
yahudi,0
hijab budaya arab budaya arab umbar aurat hijab budaya syariat budaya hasil cipta reka pikir manusia syariat perintah tuhan cipta,0
kenal wiro sableng jurus kunyuk lempar buah,0
bhinneka tunggal ika hidup keluarga bangsa umat tuhan salam natal kupang,0
dasar bajing percaya omong,1
upload media cebong feeder cebong komen cebong loe kodok klo loe cebong,1
sidangahok smg sipenista agama n ateknya mati wjar n jasad dtrma tnh n prnh mrs kn sorga aamiin moga tuhan tuju,1
raya kartini istana bogor,0
gilir foto sok tegak anjing polisi makan uang haram karenaa rakyat ikhlas pajak bayar gaji polisi,1
drama banget onta,1
sarap sakit jiwa manja ngga kangen cemburu gapapa koding perhati my fans b,1
capres ri pintar pro cillik otoriter,0
bocah smp jaman now colmek sampe becek bahancoli memek colmek colokmemek jembut memekbecek,1
udik darah daging,1
presiden aspek indonesia mbak anti investasi asing ubah invasi asing wajib warga negara utk lawan,0
cocot comberan tai,1
maling duit olahraga ciduk sampe skrg gada nemenin mampuy kampang jd,1
teroris kafir budha myanmar,1
khofifah kan nawa bakti satya debat malam,0
orde din syamsuddin amien rais amien muadzin teriak presiden ganti imam ucap din syamsuddin terbukt,0
anggota dpr amnesia parah gin koq pilih wakil wkwkwkwk,0
lho kritik mau kritik tp ngasih solusi spt lha jg contoh pimpin bener kritik bilang terimakasih pimpin kayak indonesia beres,0
kafir baca ayat sotooooy fir,1
hey munafik jaman,0
ahok kampret emang becus kerja citra mlulu tuh ahok kampret,1
mmmm bom laku wanita cadar wajar masyarakat resah ngembalikan percaya masyarakat biar curiga gampang bikin aksi peluk gt emang sounds weird emang,0
baca judulnye nyet biar domba idiot,1
ari sarua bek mah repeh monyet,1
mantaaap dm banser bang,0
welkam kampret merah iya kampret g,1
teriak susah dapet jawab simpel dungu sok pinter mah baca bong k,1
gimana dah fancamnya burik ck ck jimmyseafancon jimmyseafancond,0
contoh sederhana huria kristen batak protestan hkbp batak percaya umat kristiani saudara iman kristen protestan hkbp mengakomodir bahasa budaya batak,0
i love being bopung https t co xf kh,1
kristen kristen jawa kristen batak kristen toraja kristen timur dll kristen batak kecil batak karo batak simalungun dll masalah nyelew,0
ayo video otagei lapet san,0
survey mana hahaahhaha responden cebong kodok kamfret x yaa,1
news ketua dpr dorong inspirasi kreatif perintah sesuai budaya pancasila,0
selamat pagi berak,0
tuju bang bom surabaya spti berkah sembunyi terbit uu antiterorisme gera bersih tpi ganti rezim dlm,0
kaya banci kali,1
mati agama salah rugi atheis masuk neraka,0
lucu kak pacar nyadain telat guys pengaruh mecin tuh emang bikin slow respon bolot gitu birit birit nelfon pas pintu panik nyariin cemilannya sayang tinggal cemilanku orgil,1
cerdas cebong otak takar junjung nama generasi lahir lahir got,1
boss kyk mayoritas non muslim etnis tionghoa milih btp kmren normal dlm politik mah,0
strategi kotor pks cebong mana udh apal njing,1
bencong idiot it kl berani pk akun asli sebar hoax fitnah skrng cb liat akun cong,1
cocok dikatain sontoloyo emang bom kampung kasi mati,1
akun dpt tulis hikdun kolom search twitter enter muncul isi akun lbh klik more option,0
sepong anies kalah awowkwowlwowk goblok ngomong lukis gilak awowkwowk,1
ketawa kunti,0
baca nete,1
nyadar situ ngefollowback umroh onta mek iya salam kenal dav,0
percaya asing sisi ryeowook,0
ooooh maksud bom takjil kerja nyeleneh,0
najis kepruk gov,1
pilkada damai anti hoax,0
dengar laut banda tutup teliti asing regulasi teliti laut banda leader teliti indonesia kapal riset indonesia serta teliti asing,0
kemaren beli babi nama fadil,1
bodat komunis tolol,1
memek basah gin enak banget masuk pake jari licin,1
malam kepala bpip bicara menteri agama rektor uin sumut habib jindan bin novel dlm aji indonesia indonesia budaya uin sumut medan,0
alquran tunjuk muttaqien maki maki ingkar kafir musyrik,0
teman maju sbg caleg dpr ri dapil kota bekas depok dr psi ayo sus semangat juang nasib rakyat lbh sejahtera adil didik rata dll negara bs lbh humanis toleran bhineka,0
ss fitnah,0
ancam ancam ku pacar menelfon kota asing wajar takut ancam ku fikir fikir putus pacar lepas teman kant,0
umaro ulama manfaat negara pancasila tgb zainul majdi indonesia,0
ok sikda banding kolej mrsm ngan sbp just padah banding result exam buah sekolah bah paloi padah paper exam bah bebal paloi kah bodo,1
masuk otak bong dungu permanen,1
tomohoninternationalflowerfestival tomohon pusat ajar agama kristen katolik khusus doa meditasi bukit kasih suci indah tenang tomohoninternationalflowerfestival,0
jodoh presiden pengantin wanita tajikistan sedih,0
buseeet nuzuuuk bangeet maling duit zumi jhiahaha alum pikir gimana maling kasih makan onta nasbung demoooo kwkwkwkw,1
kelakar hahhaha mmg klaka pon sbb cerita cinta monyet skolah tengah,0
masyarakat adat baduy serah hasil panen pjs bupati lebak ino s rawita gubernur banten wahidin halim sebabaduy,0
well udh taun taun hidup dunia gaul haha tetep nyaman bicara warna kulit mata sipit mama sunda asli meni papa turun china,0
bpk reformasi contoh bkn cocot,1
yo jual seh koh mata ii picek ta isa liak tas njlentrek sak taek ndayak ndek toko tas kulit lumpia sek kosong ken tas kulit kadal koh cocok ilat,1
sakit blm sembuh skrg gerombol kampret bongkrek sakit panik balas dendam akibat kalah pilpres,1
ios asw napada,1
innalillahi wa inna ilaihi raji un bejad banget manusia serakah,0
hey pria bencong ideologi kiara artha proyek rrc damping lansung wakil pm rrc kasi izin mantan atlit sampe sakit keras hidup tenda korban bijak radikal ridwan kamil jd jgn kaya bencong bicara ekonomi,1
cacat laksana gunung batu,0
idiom cebong kampret sengaja embus oknum kafir pecah belah umat islam indonesia,1
survei khawatir resesi ekonomi konsumen rajin tabung,0
prediksi sydney kamis maret angka as kop kepala ekor shio kelinci ayam monyet unsur air logam tanah tutup result,0
ilcjokowiprabowoberbalaspantun tanggap narasumber ilc,0
gosip iri sebar bodoh terima idiot,1
tuak brengsek,1
gara gara gin tgb terang benderang kerja niat maju bangsa susul dede yusuf isu aseng,0
sitip,0
pake pki berangus lawan politik,0
waini minum kopi luwak biar deg an alias kocak bolot pas congor,1
adi gaya kaya beruk gin klo supir tembak metromini masuk dpr kampung,1
temen hamil luar nikah suami adek kls o pas dh lulus dr wkt wisuda udh tua murid asa perut blendung bkn karna gendut sempet dibecandain jg kl hamil eh tau beneran skrg udh lahir yah m,0
stress ahoker taikers,1
faktany sj js kristen nmun koh lieus tokoh tionghoa,0
jaring indosat ampas fuck you indosat,1
suruh ceritain geblek,1
bumdesmendunia tppilampung menteri desa pdt transmigrasi dorong cepat bangun desa indonesia,0
serigala jablay wkwkwk,1
woii riri wkwkk ganti uname dn asing,0
as always arima ken kontol kena debuff mulu kaliiiii race dimenangin gara abis turn rest infimary recreation doang babiiiii supoka tangkal debuff bjir capek gweh https t co dhiwkjd p,1
makase fren fren ku ujungujung dudukin eek kucing kunci motor tibatiba tertylap luarbinasa,0
sungguh yahudi nasrani al,0
culun,1
indiehome kacrut emang saking kesel teknisi dateng kali cek pergi solve sampe kudu pake ketebelece dirjen nulis koran kompas gada jam langsung beres ngehe,1
meme nak cilok indo dasar malingsia brengsek,1
yakin gabung sokong kesan tolong tolong rana nikmat usaha bangsa agama negara sokong pakat harap,0
golkar partai koalisi hak aju cawapres jokowi,0
cm berat kg ciri fisik langsing mata sipit hidung mancung,0
presiden jokowi tinjau langsung presiden pasti bijb uji coba,0
kadang ingin nak chani tengok tae layan jeles wuu,0
balik insiden heli jatuh pt imip kerja wn china,0
monyet bloon ahok bs tutup krn mmg bukti langgar anies nutup alexis krn mmg izin sdh panjang tp t,1
elu dongo,1
klo sich efek jijik ngelihat cewek murah suka nawarin nawarin teman lelaki hidung zebra,0
moel horang kayah pabrik bus listrik dpt proyek dr rejim mukidi wkwkwkwk,0
gapapa kak warna warni tuh ireng sampe kinyis jadi dm link dc,0
catat jurnal teliti agama sosial budaya nabinabiafrika bawa jurnal jalan teliti anggap seb,0
perilaku politik pki wenang wenang biar partai politik kalang militer tni,0
otw maho mah,1
potret polisi rezim,0
uu md bosq jan lupa bebas dapat komplot coba,0
komunis nang,0
cupu banget anjing,1
dlm sejarah twitter cuman brani jelasin nenek moyang darah pki loh yaaa,0
ngentot kost pacar,1
tuju islam nusantara indonesia bbrp agama skalian kristen protestan nusantara katolik nusantara budha nusantara hindu nusantara agama nusantara biar seragam nkri gt loh krna,0
rama bngt ngetweet bales kampang,1
eh adaaa cek toko belah sorry yaa inget nonton film klasik indo tokoh kristen spiritofdiversity,0
ekonomi koq sulit,0
ajar ekonomi mesti jago privatisasi hati duh ironi,0
hati bani onta ntar dinyinyirin bilang ahok kafir citra wkwkwkwkw hati bani onta cari taktik nyinyir,1
nggak sok an ken imam,0
tambah gaji fantastis liga cina cm takluk liga cina serie a salah liga baik pilih cerdas mnrtku,0
butuh terima asal antek antek ayah pegawai cari muka anak angkat sayang isaach mulia hidup mandiri sulit,0
indonesia warga hindu nusantara jelek hindu india katholik nusantara jelek njelekkan katholik vatikan syiah nusantara jelek jelek syiah iran aneh aku islam nusantara men,0
rlt temen kesel grup kitakita gara gara rencana trip gagal halang trs kaya uda jalan empat kena bom haha kesel gasii,0
indons alhamdulillah allah nyelamatin anak thailand thai nyelamatin manusia kapir tuhan kontol,1
iya tp islam usik tp nama cebong rese asik,1
keren wakil gubernur pro difabel colek,0
partai aceh target kursi parlemen menang pilkada,0
proyek tambang emas perak asai asing,0
inherit agama bro nasib anak dlm islam ntah kahkahkah,0
ketua pkb muhaimin iskandar alias cak imin sorot kondisi laut jakarta kotor respons wakil gubernur dki jakarta sandiaga uno jokowicakimin,0
jatim anti hoax pilkada damai deklarasi anti hoax pegawai bengkel klm kedurus,0
heran xl lancar sinyal sklinya buka ml lgsg lag bajing,1
suka kesel pas jadi confess gilir jomlo mana ngomong silit,1
presiden filipina arah rahib tahan,0
rakyat hidup susah rezim jokowi russia,0
terkedu gakla fact taktahu jangkit yahudi sejarah nabi agama moga hidayah,0
lantik gubernur dki jakarta presiden ri joko widodo kamis,0
babang batak kristen diajarin tuhan utk bertanggungjawab gimana sabar,0
anjir sangka gitu kemaren sarap emang rest melulu gegara gamon gamonin mantan bener g wkwkwkwkwk,1
kampang,1
asai onta kecut hub,1
oh crow gadis asing kenal,0
kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk k,1
acara takjil tp nama bom takjil,0
beneran cina guys sipit https t co zcuixlbfcv,0
kecendrungan batin maksud mental illness jdi banci kecendrungan dri lahir emang abis lahir langsung akal lantas knp lahir laki knp wanita manusia hidup akal,0
jadiin anak biar sarap,1
artis adalnya dr kampung gmnin jg ttp udik kampung sgala hp anak cemplungin beli pake kringat halal bkn hasil ngangkangin laki,1
kecil hati model kaya gitu akal sehat beda gila akal waras normal hina kurang iman hina,0
nikmat a ngentot pi gengen hoot,1
kapolres tanggung silaturahim tokoh masyarakat wujud pilkada damai,0
darren nama lontar manik sipit arion bundar percaya aneh,0
pokok teroris jancuk,1
retweet sensasi ngentot cewek cantik hijab part blowjob kontol hijab ngentothijab sepongkon,1
gubernur bego dlm sejarah dki,1
salah rezim sby panjang kontrak freeport il,0
matanajwadebatjakarta lucu banget ahok nyambung kena skak mat isu agama tdi dasar cina tolol hahaha,1
bejat spoiler infinity war,1
ai uu md nanahaon tateh,0
reaksi kecewa kalang ulama habib rizieq mengintruksikan henti membully kh ma ruf amin kalang ulama clear analisaku ulama pecah diri jalan benar jug,0
anjir gitu jg bloon,1
hadeh cebong empati empati temen,1
libur kampung halaman ekspektasi nongkrong temen jalan jalan main pantai dll realita ganti taplak meja ganti seprei ganti seng bocor ganti pribadi,0
tempe penyet bumbuin halo monyet ge pain tempe penyet ge murah monyet ge marah tempe penyet sayur buncis ayo monyet senyum donk plisssssssss,1
allah penuh kasih sayang,0
jokowi kalah dg demo jokowi kalah dg rizieq jokowi kalah dg fpi lengser mending rusak negara bangsat,1
bajing jelang uts,1
amin ras dan ratna paiiit onta lobang anus jdi jngan takut wo wo habis obat tenang yh,1
tuh bencong bacot cewe kaya banci ngamen kasih duit bacot mending cakep mah jelek kaya gitu madesu mentioned langsung quote tweet,1
barel bom bom barel,0
ganteng banget anjir gelepar,1
i also saw they called him bopung which is bocah tepung flour kid hehe,1
luar harta rai mantra syukur gubernur wagub keluarga kaya mantrakerta,0
ditjen bimas islam menteri agama ri health and financial management training bismillah strategicactionteam aksinesia islamicwealthmanagement financialplanningsyariah syariahwealthcoach at his grand savero,0
ahokers jokowers surup rakus periode krn gantipresiden gerak,1
cebong tetapjokowi jokowi periode jokowibersamaulama,1
logika kmn hubung pt rezim takut kalah pt era asbun,0
kasiter serta muspida tinjau sasar fisik tmmd kodim yawa sasar tmmd bangun unit rumah tipe buat unit paud kamp cina tua bangun unit rmh kampung tuap unit rmh kampung serui laut pasir puti,0
allah duduk langit hina longkang busuk pandang jijik,0
followers mli kaya tai gilir tweet lucu bilang ngadmin gilir tweet lucu bilang twee,1
jual kaya jablay,1
sana teriak aseng aseng,0
dinding kamar jd saksi bisu,0
merti dusun pancur terong dlingo minggu april jam lap pancur riah dg kirab budaya pentas seni senin april lanjut tayup sendang sumur pepunden,0
dasar bajing bini ngakunya bujang pelan nyakitin n ngancurin asa mama ku mama ku pulang ku banting hp,1
beliau mohon bantu jelas,0
islam nusantara ntar muncul kristen nusantara hindu nusantara budha nusantara nusantara sekarepmu la,0
gubernur presiden,0
sian eek,0
kwkwkwkkw tai nikah w antem w,1
lgbt musnah golong libat rasuah salahguna kuasa musnah bangsa negara tahap bahaya tp dosa harap jgn sibuk rang lbgt tutup mata mungkar men,0
bajing luka lady terima ganjar ratus kali lipat sanji hbd thpelautjkt,1
bangun mata sipit,0
pengin gubernur,0
band metal maen acara akustik emang pintar manggung produktif berak helm cebok gelas,1
selamat pagi selamat semangat aktivitas salam periode jokowi presiden joko widodo jokowi catat rampung proyek strategis nasional psn hitung t tapjokowi,0
jinyoung cocok cyn tulis thai komentar latin asa bacain komentar mv gatse war antek inces antek eonni inces kaya kantip loh diakuin credits,0
mata picek,1
htibubar mei kacung kacung rezim alih issu issu lg yh bubar bahas lg dasar kaum dungu,1
cosplay milik surai putih miring kepala penasaran bingung putar sebentar sosok asing depan cosplay,0
cakiminthenextwaprescak imin representasi kaum muda santri n islam moderat,0
dinda tanya sosial mah bloon,1
